Job Title,Company Name,Required Qualifications,Required Skills,Programming Languages,LinkedIn Profile,Company Logo,Min Salary (LPA),Max Salary (LPA)
Backend Developer,Company_651,B.Sc in IT,"Python, Deep Learning, AWS","Ruby, Java",https://www.linkedin.com/company/company_651,https://dummyimage.com/100x100/000/fff.png&text=Company_651,6,7
Data Scientist,Company_652,BCA,"C++, JavaScript, Docker","C++, JavaScript",https://www.linkedin.com/company/company_652,https://dummyimage.com/100x100/000/fff.png&text=Company_652,3,5
Data Analyst,Company_653,M.Tech in AI,"AWS, Node.js, C++","Go, Ruby",https://www.linkedin.com/company/company_653,https://dummyimage.com/100x100/000/fff.png&text=Company_653,6,7
Backend Developer,Company_654,MCA,"Node.js, AWS, HTML","R, Python",https://www.linkedin.com/company/company_654,https://dummyimage.com/100x100/000/fff.png&text=Company_654,6,8
Software Engineer,Company_655,M.Tech in AI,"React, C++, Node.js","Go, Java",https://www.linkedin.com/company/company_655,https://dummyimage.com/100x100/000/fff.png&text=Company_655,6,7
Software Engineer,Company_656,B.Tech in Computer Science,"Deep Learning, Kubernetes, Java","JavaScript, C++",https://www.linkedin.com/company/company_656,https://dummyimage.com/100x100/000/fff.png&text=Company_656,6,7
UI/UX Designer,Company_657,MCA,"JavaScript, Java, Python","Scala, JavaScript",https://www.linkedin.com/company/company_657,https://dummyimage.com/100x100/000/fff.png&text=Company_657,5,8
Frontend Developer,Company_658,B.E. in Electronics,"Python, AWS, Node.js","Python, JavaScript",https://www.linkedin.com/company/company_658,https://dummyimage.com/100x100/000/fff.png&text=Company_658,5,7
Machine Learning Engineer,Company_659,B.Sc in Data Science,"Node.js, Deep Learning, AWS","SQL, C++",https://www.linkedin.com/company/company_659,https://dummyimage.com/100x100/000/fff.png&text=Company_659,6,7
Cloud Architect,Company_660,B.Sc in IT,"HTML, Machine Learning, Docker","SQL, Scala",https://www.linkedin.com/company/company_660,https://dummyimage.com/100x100/000/fff.png&text=Company_660,5,8
Data Scientist,Company_661,B.E. in Electronics,"Kubernetes, Node.js, HTML","C++, Java",https://www.linkedin.com/company/company_661,https://dummyimage.com/100x100/000/fff.png&text=Company_661,3,5
Machine Learning Engineer,Company_662,M.Tech in AI,"C++, AWS, SQL","Scala, Python",https://www.linkedin.com/company/company_662,https://dummyimage.com/100x100/000/fff.png&text=Company_662,6,7
Cloud Architect,Company_663,PhD in Artificial Intelligence,"Kubernetes, Deep Learning, Machine Learning","Java, Python",https://www.linkedin.com/company/company_663,https://dummyimage.com/100x100/000/fff.png&text=Company_663,3,6
Machine Learning Engineer,Company_664,B.Sc in IT,"Kubernetes, Python, Machine Learning","C++, SQL",https://www.linkedin.com/company/company_664,https://dummyimage.com/100x100/000/fff.png&text=Company_664,3,4
Data Scientist,Company_665,M.Tech in AI,"Node.js, JavaScript, Machine Learning","Java, C++",https://www.linkedin.com/company/company_665,https://dummyimage.com/100x100/000/fff.png&text=Company_665,6,9
Backend Developer,Company_666,B.E. in Electronics,"Docker, React, JavaScript","JavaScript, Ruby",https://www.linkedin.com/company/company_666,https://dummyimage.com/100x100/000/fff.png&text=Company_666,6,9
Machine Learning Engineer,Company_667,PhD in Artificial Intelligence,"Java, Node.js, Deep Learning","Java, JavaScript",https://www.linkedin.com/company/company_667,https://dummyimage.com/100x100/000/fff.png&text=Company_667,3,6
Frontend Developer,Company_668,PhD in Artificial Intelligence,"Kubernetes, HTML, Python","Go, Scala",https://www.linkedin.com/company/company_668,https://dummyimage.com/100x100/000/fff.png&text=Company_668,6,8
Backend Developer,Company_669,MCA,"C++, Kubernetes, JavaScript","Scala, Python",https://www.linkedin.com/company/company_669,https://dummyimage.com/100x100/000/fff.png&text=Company_669,5,6
Data Analyst,Company_670,B.Tech in Computer Science,"Node.js, CSS, C++","JavaScript, Java",https://www.linkedin.com/company/company_670,https://dummyimage.com/100x100/000/fff.png&text=Company_670,3,4
Software Engineer,Company_671,M.Tech in AI,"Docker, CSS, HTML","Java, C++",https://www.linkedin.com/company/company_671,https://dummyimage.com/100x100/000/fff.png&text=Company_671,4,5
Software Engineer,Company_672,MCA,"Python, Docker, Deep Learning","Scala, Go",https://www.linkedin.com/company/company_672,https://dummyimage.com/100x100/000/fff.png&text=Company_672,4,5
Data Analyst,Company_673,MCA,"Deep Learning, Docker, Machine Learning","Ruby, Java",https://www.linkedin.com/company/company_673,https://dummyimage.com/100x100/000/fff.png&text=Company_673,3,6
Cloud Architect,Company_674,PhD in Artificial Intelligence,"Kubernetes, JavaScript, Deep Learning","SQL, Java",https://www.linkedin.com/company/company_674,https://dummyimage.com/100x100/000/fff.png&text=Company_674,5,8
Data Scientist,Company_675,M.Tech in AI,"Python, Kubernetes, React","Ruby, R",https://www.linkedin.com/company/company_675,https://dummyimage.com/100x100/000/fff.png&text=Company_675,3,6
Backend Developer,Company_676,M.Tech in AI,"Python, Node.js, CSS","Java, R",https://www.linkedin.com/company/company_676,https://dummyimage.com/100x100/000/fff.png&text=Company_676,6,9
UI/UX Designer,Company_677,PhD in Artificial Intelligence,"Deep Learning, HTML, Node.js","Python, Scala",https://www.linkedin.com/company/company_677,https://dummyimage.com/100x100/000/fff.png&text=Company_677,4,7
DevOps Engineer,Company_678,B.Sc in IT,"CSS, Kubernetes, HTML","Ruby, Scala",https://www.linkedin.com/company/company_678,https://dummyimage.com/100x100/000/fff.png&text=Company_678,4,6
Data Scientist,Company_679,B.Sc in Data Science,"JavaScript, HTML, Machine Learning","Ruby, C++",https://www.linkedin.com/company/company_679,https://dummyimage.com/100x100/000/fff.png&text=Company_679,4,5
Cloud Architect,Company_680,MCA,"Docker, CSS, Kubernetes","Scala, SQL",https://www.linkedin.com/company/company_680,https://dummyimage.com/100x100/000/fff.png&text=Company_680,4,6
Data Scientist,Company_681,MCA,"Java, Machine Learning, SQL","Java, Python",https://www.linkedin.com/company/company_681,https://dummyimage.com/100x100/000/fff.png&text=Company_681,3,4
Cloud Architect,Company_682,B.Sc in Data Science,"Node.js, Deep Learning, HTML","Ruby, Java",https://www.linkedin.com/company/company_682,https://dummyimage.com/100x100/000/fff.png&text=Company_682,3,4
Cloud Architect,Company_683,M.Tech in AI,"Machine Learning, Kubernetes, Deep Learning","C++, R",https://www.linkedin.com/company/company_683,https://dummyimage.com/100x100/000/fff.png&text=Company_683,3,6
Data Analyst,Company_684,M.Tech in AI,"JavaScript, SQL, Machine Learning","SQL, JavaScript",https://www.linkedin.com/company/company_684,https://dummyimage.com/100x100/000/fff.png&text=Company_684,4,6
DevOps Engineer,Company_685,M.Tech in AI,"JavaScript, AWS, SQL","Go, Scala",https://www.linkedin.com/company/company_685,https://dummyimage.com/100x100/000/fff.png&text=Company_685,5,8
Backend Developer,Company_686,B.Sc in IT,"AWS, CSS, SQL","C++, JavaScript",https://www.linkedin.com/company/company_686,https://dummyimage.com/100x100/000/fff.png&text=Company_686,4,6
QA Engineer,Company_687,B.E. in Electronics,"JavaScript, AWS, HTML","Ruby, Java",https://www.linkedin.com/company/company_687,https://dummyimage.com/100x100/000/fff.png&text=Company_687,4,6
Data Scientist,Company_688,M.Tech in AI,"Java, Deep Learning, C++","Scala, R",https://www.linkedin.com/company/company_688,https://dummyimage.com/100x100/000/fff.png&text=Company_688,6,7
Software Engineer,Company_689,B.Sc in IT,"AWS, Python, Java","Scala, Python",https://www.linkedin.com/company/company_689,https://dummyimage.com/100x100/000/fff.png&text=Company_689,6,8
Frontend Developer,Company_690,B.E. in Electronics,"AWS, HTML, Deep Learning","Java, Scala",https://www.linkedin.com/company/company_690,https://dummyimage.com/100x100/000/fff.png&text=Company_690,6,9
Cloud Architect,Company_691,B.Tech in Computer Science,"Python, Docker, Kubernetes","Ruby, Java",https://www.linkedin.com/company/company_691,https://dummyimage.com/100x100/000/fff.png&text=Company_691,4,7
UI/UX Designer,Company_692,B.Sc in IT,"Deep Learning, React, Docker","JavaScript, Ruby",https://www.linkedin.com/company/company_692,https://dummyimage.com/100x100/000/fff.png&text=Company_692,6,9
Machine Learning Engineer,Company_693,B.Tech in Computer Science,"SQL, Machine Learning, Python","JavaScript, SQL",https://www.linkedin.com/company/company_693,https://dummyimage.com/100x100/000/fff.png&text=Company_693,5,6
Backend Developer,Company_694,B.Tech in Computer Science,"Python, SQL, Node.js","Scala, Python",https://www.linkedin.com/company/company_694,https://dummyimage.com/100x100/000/fff.png&text=Company_694,6,7
Frontend Developer,Company_695,B.Tech in Computer Science,"SQL, HTML, JavaScript","SQL, C++",https://www.linkedin.com/company/company_695,https://dummyimage.com/100x100/000/fff.png&text=Company_695,5,6
Software Engineer,Company_696,M.Tech in AI,"CSS, Docker, Kubernetes","Ruby, Scala",https://www.linkedin.com/company/company_696,https://dummyimage.com/100x100/000/fff.png&text=Company_696,6,8
QA Engineer,Company_697,B.E. in Electronics,"Node.js, C++, SQL","Scala, Ruby",https://www.linkedin.com/company/company_697,https://dummyimage.com/100x100/000/fff.png&text=Company_697,5,7
Machine Learning Engineer,Company_698,MCA,"CSS, JavaScript, React","Python, Go",https://www.linkedin.com/company/company_698,https://dummyimage.com/100x100/000/fff.png&text=Company_698,5,8
Frontend Developer,Company_699,BCA,"JavaScript, Deep Learning, React","Java, Ruby",https://www.linkedin.com/company/company_699,https://dummyimage.com/100x100/000/fff.png&text=Company_699,3,4
Backend Developer,Company_700,BCA,"JavaScript, Machine Learning, Deep Learning","SQL, C++",https://www.linkedin.com/company/company_700,https://dummyimage.com/100x100/000/fff.png&text=Company_700,5,8
Machine Learning Engineer,Company_701,B.Sc in Data Science,"Node.js, SQL, Python","Java, Python",https://www.linkedin.com/company/company_701,https://dummyimage.com/100x100/000/fff.png&text=Company_701,3,5
Data Scientist,Company_702,B.Tech in Computer Science,"JavaScript, Node.js, Docker","SQL, Go",https://www.linkedin.com/company/company_702,https://dummyimage.com/100x100/000/fff.png&text=Company_702,3,4
Software Engineer,Company_703,M.Tech in AI,"Deep Learning, React, Node.js","R, Python",https://www.linkedin.com/company/company_703,https://dummyimage.com/100x100/000/fff.png&text=Company_703,5,6
Software Engineer,Company_704,BCA,"CSS, React, Kubernetes","Python, R",https://www.linkedin.com/company/company_704,https://dummyimage.com/100x100/000/fff.png&text=Company_704,3,6
UI/UX Designer,Company_705,B.Sc in Data Science,"Node.js, AWS, React","JavaScript, C++",https://www.linkedin.com/company/company_705,https://dummyimage.com/100x100/000/fff.png&text=Company_705,3,6
Backend Developer,Company_706,B.Tech in Computer Science,"HTML, CSS, Deep Learning","R, Scala",https://www.linkedin.com/company/company_706,https://dummyimage.com/100x100/000/fff.png&text=Company_706,4,5
UI/UX Designer,Company_707,B.Sc in IT,"AWS, JavaScript, HTML","SQL, Go",https://www.linkedin.com/company/company_707,https://dummyimage.com/100x100/000/fff.png&text=Company_707,5,7
Software Engineer,Company_708,MCA,"Java, HTML, React","SQL, Scala",https://www.linkedin.com/company/company_708,https://dummyimage.com/100x100/000/fff.png&text=Company_708,6,9
Cloud Architect,Company_709,B.Sc in IT,"JavaScript, HTML, SQL","Go, Python",https://www.linkedin.com/company/company_709,https://dummyimage.com/100x100/000/fff.png&text=Company_709,4,7
Data Analyst,Company_710,B.E. in Electronics,"Java, Python, Machine Learning","Go, JavaScript",https://www.linkedin.com/company/company_710,https://dummyimage.com/100x100/000/fff.png&text=Company_710,5,6
UI/UX Designer,Company_711,BCA,"Java, Machine Learning, HTML","SQL, Java",https://www.linkedin.com/company/company_711,https://dummyimage.com/100x100/000/fff.png&text=Company_711,5,8
UI/UX Designer,Company_712,BCA,"C++, CSS, Node.js","JavaScript, C++",https://www.linkedin.com/company/company_712,https://dummyimage.com/100x100/000/fff.png&text=Company_712,5,8
DevOps Engineer,Company_713,M.Tech in AI,"JavaScript, HTML, Python","Ruby, R",https://www.linkedin.com/company/company_713,https://dummyimage.com/100x100/000/fff.png&text=Company_713,6,9
Machine Learning Engineer,Company_714,PhD in Artificial Intelligence,"HTML, C++, Node.js","Scala, Python",https://www.linkedin.com/company/company_714,https://dummyimage.com/100x100/000/fff.png&text=Company_714,4,7
Data Scientist,Company_715,M.Tech in AI,"HTML, React, Docker","Scala, C++",https://www.linkedin.com/company/company_715,https://dummyimage.com/100x100/000/fff.png&text=Company_715,6,9
DevOps Engineer,Company_716,PhD in Artificial Intelligence,"React, Python, Kubernetes","R, Java",https://www.linkedin.com/company/company_716,https://dummyimage.com/100x100/000/fff.png&text=Company_716,5,7
UI/UX Designer,Company_717,BCA,"Docker, Kubernetes, Machine Learning","SQL, R",https://www.linkedin.com/company/company_717,https://dummyimage.com/100x100/000/fff.png&text=Company_717,4,5
UI/UX Designer,Company_718,PhD in Artificial Intelligence,"Deep Learning, AWS, Kubernetes","Python, Go",https://www.linkedin.com/company/company_718,https://dummyimage.com/100x100/000/fff.png&text=Company_718,3,5
Backend Developer,Company_719,B.Sc in IT,"Node.js, CSS, C++","R, Ruby",https://www.linkedin.com/company/company_719,https://dummyimage.com/100x100/000/fff.png&text=Company_719,5,7
Cloud Architect,Company_720,B.E. in Electronics,"CSS, JavaScript, Kubernetes","Go, Python",https://www.linkedin.com/company/company_720,https://dummyimage.com/100x100/000/fff.png&text=Company_720,6,9
Software Engineer,Company_721,B.Tech in Computer Science,"React, Deep Learning, C++","Scala, Python",https://www.linkedin.com/company/company_721,https://dummyimage.com/100x100/000/fff.png&text=Company_721,3,6
Machine Learning Engineer,Company_722,M.Tech in AI,"React, Deep Learning, Docker","Scala, C++",https://www.linkedin.com/company/company_722,https://dummyimage.com/100x100/000/fff.png&text=Company_722,5,7
DevOps Engineer,Company_723,B.Tech in Computer Science,"Java, React, JavaScript","Ruby, Go",https://www.linkedin.com/company/company_723,https://dummyimage.com/100x100/000/fff.png&text=Company_723,6,7
Frontend Developer,Company_724,B.Sc in Data Science,"Docker, Java, React","C++, Ruby",https://www.linkedin.com/company/company_724,https://dummyimage.com/100x100/000/fff.png&text=Company_724,4,5
Data Scientist,Company_725,M.Tech in AI,"Java, React, Kubernetes","SQL, JavaScript",https://www.linkedin.com/company/company_725,https://dummyimage.com/100x100/000/fff.png&text=Company_725,6,7
UI/UX Designer,Company_726,B.Tech in Computer Science,"AWS, CSS, Docker","Scala, Java",https://www.linkedin.com/company/company_726,https://dummyimage.com/100x100/000/fff.png&text=Company_726,6,8
Data Analyst,Company_727,B.Sc in Data Science,"SQL, Docker, C++","Java, Ruby",https://www.linkedin.com/company/company_727,https://dummyimage.com/100x100/000/fff.png&text=Company_727,4,7
UI/UX Designer,Company_728,B.Tech in Computer Science,"CSS, React, Node.js","R, Scala",https://www.linkedin.com/company/company_728,https://dummyimage.com/100x100/000/fff.png&text=Company_728,3,4
Frontend Developer,Company_729,B.E. in Electronics,"JavaScript, Docker, Node.js","C++, Ruby",https://www.linkedin.com/company/company_729,https://dummyimage.com/100x100/000/fff.png&text=Company_729,6,7
Cloud Architect,Company_730,B.Tech in Computer Science,"Java, SQL, React","C++, JavaScript",https://www.linkedin.com/company/company_730,https://dummyimage.com/100x100/000/fff.png&text=Company_730,4,5
Data Scientist,Company_731,B.Sc in IT,"HTML, SQL, Kubernetes","Java, SQL",https://www.linkedin.com/company/company_731,https://dummyimage.com/100x100/000/fff.png&text=Company_731,4,6
